Gene	Predict	Prob
chr2:242674045-242708226	0	5.5361226259265095e-05
chr9:133569167-133580279	0	5.5315267672995105e-05
chr3:39183346-39196132	0	5.5276665079873055e-05
chr3:39183346-39195082	0	5.5276665079873055e-05
chr6:170863457-170881947	0	5.526470340555534e-05
chr12:14978503-14996460	0	5.511460403795354e-05
chr6_cox_hap2:1422060-1425399	0	5.503288048203103e-05
chr4:38368535-38387367	0	5.5002030421746895e-05
chr3:44754152-44765323	0	5.4935146181378514e-05
chr6:82455447-82462398	0	5.492540367413312e-05
chr10:109631335-109829051	0	5.492430136655457e-05
chr11:66025174-66035331	0	5.475951184052974e-05
chr11:66025174-66035332	0	5.475951184052974e-05
chr16:31494444-31502090	0	5.4736952733946964e-05
chr3:13518488-13521553	0	5.468697418109514e-05
chr6:24171983-24383520	0	5.464672722155228e-05
chr6:24171983-24358287	0	5.464672722155228e-05
chr9:26946988-27066132	0	5.457516817841679e-05
chr3:114591880-114595361	0	5.457079896586947e-05
chr10:71897737-71904484	0	5.456366852740757e-05
chr10:71897737-71906456	0	5.456366852740757e-05
chr2:38358247-38408993	0	5.455872815218754e-05
chr19:51883163-51891228	0	5.4553631343878806e-05
chr2:99764727-99771405	0	5.453079575090669e-05
chr2:99764727-99771429	0	5.453079575090669e-05
chr5:180217541-180236817	0	5.452091136248782e-05
chr5:180217541-180230902	0	5.452091136248782e-05
chr8:7958284-8085025	0	5.451114338939078e-05
chr13:100229366-100238233	0	5.4505322623299435e-05
chr2:28004246-28113254	0	5.447061266750097e-05
chr17:72766668-72772484	0	5.443026020657271e-05
chr2:150443872-150704748	0	5.4411942983279005e-05
chr19:48248803-48260315	0	5.436267383629456e-05
chr10:44354859-44390881	0	5.431049066828564e-05
chr3:44771127-44778575	0	5.4277719755191356e-05
chr14:106938445-106951529	0	5.4132677178131416e-05
chr4:4237269-4249969	0	5.4062151320977136e-05
chr4:4237269-4249950	0	5.4062151320977136e-05
chr17:41857803-41864982	0	5.401917587732896e-05
chr4:9264598-9266190	0	5.3965522965881974e-05
chr4:9255104-9256696	0	5.3965522965881974e-05
chr4:9264598-9266190	0	5.3965522965881974e-05
chr11:85405265-85430393	0	5.384210089687258e-05
chr11:85405265-85522202	0	5.384210089687258e-05
chr11:85405265-85522184	0	5.384210089687258e-05
chr11:85405265-85469112	0	5.384210089687258e-05
chr11:85405265-85430137	0	5.384210089687258e-05
chr2:166841151-167005671	0	5.383892130339518e-05
chr2:166841151-166984530	0	5.383892130339518e-05
chr6:70383902-70506358	0	5.382932067732327e-05
chr6:70383902-70506501	0	5.382932067732327e-05
chr6:70383902-70506902	0	5.382932067732327e-05
chr9:119449584-119463578	0	5.382233575801365e-05
chr13:76451022-76455261	0	5.3684954764321446e-05
chr2:95810745-95825330	0	5.362918091122992e-05
chr2:95810745-95825593	0	5.362918091122992e-05
chr13:76099355-76123575	0	5.353409142117016e-05
chr13:76099355-76112008	0	5.353409142117016e-05
chr2:179316163-179326293	0	5.3499847126659006e-05
chr19:9633899-9649321	0	5.348832200979814e-05
chr6:26033320-26033796	0	5.34335667907726e-05
chr7:93520206-93522897	0	5.342159420251846e-05
chr7:45951844-45960871	0	5.3352505346992984e-05
chr3:14220317-14242622	0	5.326943937689066e-05
chr20:18467186-18477869	0	5.312120265443809e-05
chr7:43678856-43769122	0	5.3050738642923534e-05
chr1:228612546-228613026	0	5.3000676416559145e-05
chr12:109489846-109491770	0	5.299946496961638e-05
chr3:10123004-10149939	0	5.295197479426861e-05
chrX:63444074-63450487	0	5.293561480357312e-05
chr8:125563011-125740714	0	5.2925170166417956e-05
chr8:125563011-125740748	0	5.2925170166417956e-05
chr18:51884287-51908405	0	5.282478014123626e-05
chr3:188889760-189043093	0	5.281636549625546e-05
chr9:104231604-104243788	0	5.27561605849769e-05
chr15:41164412-41166432	0	5.271090049063787e-05
chr20:11898541-11907243	0	5.2698895160574466e-05
chrX:120006452-120009779	0	5.2678242354886606e-05
chr6:167578837-167583468	0	5.262757622404024e-05
chrX:119206229-119211658	0	5.262551349005662e-05
chr6:149916011-149969850	0	5.2545987273333594e-05
chr6:149916011-149969940	0	5.2545987273333594e-05
chr17:43299252-43324683	0	5.245791908237152e-05
chr8:1993161-2093380	0	5.241216058493592e-05
chr12:53551447-53558277	0	5.227021028986201e-05
chr12:53551447-53574709	0	5.227021028986201e-05
chr12:53551447-53574430	0	5.227021028986201e-05
chrX:70435062-70445065	0	5.2230996516300365e-05
chr12:104359650-104382652	0	5.2218048949725926e-05
chr12:44112795-44152593	0	5.219191370997578e-05
chr11:47681143-47736921	0	5.203729961067438e-05
chr7:73007532-73038852	0	5.182613313081674e-05
chrX:38143661-38186762	0	5.182168388273567e-05
chr7:97736174-97838950	0	5.1809129217872396e-05
chr4:177241117-177253396	0	5.158432759344578e-05
chr4:980832-998352	0	5.1568393246270716e-05
chr4:76649706-76735442	0	5.1535160309867933e-05
chr11:46417962-46612914	0	5.1517621614038944e-05
chr1:2286594-2322993	0	5.145491741131991e-05
chr5:68667281-68710628	0	5.134997263667174e-05
chr3:10801027-10805894	0	5.1209186494816095e-05
chr17:16342301-16344525	0	5.118120679981075e-05
chr17:16342301-16345340	0	5.118120679981075e-05
chr17:16342301-16373962	0	5.118120679981075e-05
chr7:141438407-141450288	0	5.102930299472064e-05
chr5:44495246-44510384	0	5.097366010886617e-05
chr18:34374071-34408965	0	5.096637687529437e-05
chr19:45281126-45303903	0	5.091395360068418e-05
chr19:41246766-41256382	0	5.085999146103859e-05
chr3:124992913-125094198	0	5.065215736976825e-05
chr12:93861290-93909990	0	5.064036668045446e-05
chr13:22784424-22850659	0	5.0558293878566474e-05
chr19:50979764-50994128	0	5.040996620664373e-05
chr20:43835674-43838409	0	5.0277365517104045e-05
chr19:6361542-6370253	0	5.027280712965876e-05
chr20:62184373-62188060	0	5.01652029925026e-05
chr20:62492566-62494341	0	5.0151949835708365e-05
chr14:67936983-67982021	0	5.0136262871092185e-05
chr14:67936983-68000567	0	5.0136262871092185e-05
chr20:29558488-29570363	0	5.0089856813428923e-05
chr2:179278386-179304970	0	5.003887417842634e-05
chr2:179278386-179298818	0	5.003887417842634e-05
chr4:57514164-57547462	0	4.9971920816460624e-05
chr15:65822801-65870685	0	4.993280890630558e-05
chr19:56165416-56186082	0	4.991734022041783e-05
chr22:23604954-23607186	0	4.987551074009389e-05
chr11:58034264-58035732	0	4.986562271369621e-05
chr1:160577890-160617101	0	4.98261688335333e-05
chr1:155146263-155157447	0	4.98120098200161e-05
chr5:95997741-96110385	0	4.9803460569819435e-05
chr22:42334725-42336223	0	4.9798807594925165e-05
chr3:154797659-154901518	0	4.976936907041818e-05
chr21:32090843-32091095	0	4.976936907041818e-05
chr12:15773071-15942322	0	4.976206037099473e-05
chr9:95606478-95640250	0	4.97452165291179e-05
chr12:40148827-40499883	0	4.969258952769451e-05
chr14:24583906-24594451	0	4.9654365284368396e-05
chr12:64580092-64616076	0	4.961346712661907e-05
chr7:36892511-37025871	0	4.9499478336656466e-05
chr7:36892511-37488555	0	4.9499478336656466e-05
chr7:36892511-37024717	0	4.9499478336656466e-05
chr7:36892511-37393272	0	4.9499478336656466e-05
chr7:36892511-37488929	0	4.9499478336656466e-05
chr7:149244245-149321881	0	4.946210901835002e-05
chr3:45984956-45989842	0	4.94605083076749e-05
chr16:2012059-2014827	0	4.9441176088294014e-05
chr8:38127223-38239789	0	4.941232691635378e-05
chr2:131294143-131307468	0	4.940752114634961e-05
chr2:131294143-131307471	0	4.940752114634961e-05
chr2:131294143-131307488	0	4.940752114634961e-05
chr8:48173530-48648868	0	4.939324571751058e-05
chr1:145413278-145417543	0	4.9380058044334874e-05
chr1:247301447-247335319	0	4.934865501127206e-05
chr13:112547810-112555490	0	4.934131357003935e-05
chr3:113775584-113807268	0	4.930303111905232e-05
chrX:123095556-123236505	0	4.91930368298199e-05
chr17:79869815-79876052	0	4.911171708954498e-05
chr10:54074041-54077417	0	4.908666596747935e-05
chr5:60241032-60448853	0	4.905161767965183e-05
chr3:45928035-45944666	0	4.9038848374038935e-05
chr2:132394598-132407188	0	4.898351107840426e-05
chr16:18995609-19075262	0	4.897874532616697e-05
chr7:50526141-50628768	0	4.897622420685366e-05
chr7:50526141-50633102	0	4.897622420685366e-05
chr5:174151585-174157899	0	4.8973237426253036e-05
chr5:138629429-138667366	0	4.894512676401064e-05
chr2:27805909-27846084	0	4.89118137920741e-05
chr14:59100779-59115038	0	4.881107452092692e-05
chrX:153626406-153630680	0	4.874488149653189e-05
chr13:21302870-21348100	0	4.85455893795006e-05
chr8:110552855-110578225	0	4.851135236094706e-05
chr20:46011510-46040888	0	4.847278250963427e-05
chr20:46011510-46040138	0	4.847278250963427e-05
chr1:235330210-235490802	0	4.838203312829137e-05
chr10:124670126-124672627	0	4.8354544560424984e-05
chr3:16357352-16555206	0	4.830669786315411e-05
chr11:64883875-64885173	0	4.817889566766098e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9336384-9337976	0	4.816327782464214e-05
chr4:9345874-9347466	0	4.816327782464214e-05
chr4:9369600-9370796	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9341129-9342721	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9355364-9356956	0	4.816327782464214e-05
chr4:9326891-9328483	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9331637-9333229	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9350619-9352211	0	4.816327782464214e-05
chr4:9364855-9366447	0	4.816327782464214e-05
chr20:3764498-3767387	0	4.816175714950077e-05
chr4:24807739-24914600	0	4.799712041858584e-05
chr4:24807739-24981826	0	4.799712041858584e-05
chr10:82214066-82292880	0	4.7965226258384064e-05
chr1:85622575-85666699	0	4.7936053306329995e-05
chr10:14946612-14996095	0	4.7915527829900384e-05
chr20:22561636-22566128	0	4.785976489074528e-05
chr8:108261710-108348743	0	4.783417170983739e-05
chr8:108261710-108510146	0	4.783417170983739e-05
chr11:123777139-123778083	0	4.781159805133939e-05
chr2:119913819-119916327	0	4.778215225087479e-05
chr8:15397772-15624147	0	4.774848639499396e-05
chr8:15397772-15618176	0	4.774848639499396e-05
chr19:35629728-35634013	0	4.7727276978548616e-05
chr2:169937617-169952677	0	4.7724639443913475e-05
chr4:5822491-5891948	0	4.770684245158918e-05
chr4:5822491-5894813	0	4.770684245158918e-05
chr4:5822491-5890226	0	4.770684245158918e-05
chr4:5822491-5889540	0	4.770684245158918e-05
chr5:135170352-135219139	0	4.760332012665458e-05
chr4:186064420-186071536	0	4.7540670493617654e-05
chr6:99321601-99395882	0	4.751007872982882e-05
chr5:111755280-111756677	0	4.7495625040028244e-05
chr3:111451343-111695364	0	4.7378827730426565e-05
chr4:52917470-52963465	0	4.7344903578050435e-05
chr7:150935870-150974235	0	4.729508509626612e-05
chr7:150935870-150945780	0	4.729508509626612e-05
chr11:50238999-50257633	0	4.725176404463127e-05
chr10:135160877-135166187	0	4.717900083051063e-05
chr16:66541906-66584025	0	4.717702177003957e-05
chr16:66541906-66584194	0	4.717702177003957e-05
chr16:66541906-66584315	0	4.717702177003957e-05
chr16:18582570-18609607	0	4.7115740017034113e-05
chr2:133400859-133429099	0	4.709386848844588e-05
chr2:133400859-133427778	0	4.709386848844588e-05
chr12:111890018-112037480	0	4.706154140876606e-05
chr12:111890018-112037119	0	4.706154140876606e-05
chr6:170475866-170478251	0	4.704202001448721e-05
chr3:183165439-183173800	0	4.7019504563650116e-05
chr6_cox_hap2:2957353-2972241	0	4.69826627522707e-05
chr6_mcf_hap5:2827479-2842334	0	4.69826627522707e-05
chr1:111030302-111032880	0	4.696035466622561e-05
chr19:58207643-58220572	0	4.679713674704544e-05
chr9:38621085-38623277	0	4.6788351028226316e-05
chr20:29891015-29896388	0	4.67589998152107e-05
chr16:56899119-56949762	0	4.6748609747737646e-05
chr11:111779344-111783937	0	4.6718752855667844e-05
chr11:111779344-111781477	0	4.6718752855667844e-05
chr7:124569927-124785287	0	4.668574911192991e-05
chr19:55861073-55866087	0	4.666772292694077e-05
chr10:117816442-118032166	0	4.663422078010626e-05
chr10:117816442-118032718	0	4.663422078010626e-05
chr10:117816442-118032521	0	4.663422078010626e-05
chr10:117816442-118033157	0	4.663422078010626e-05
chr10:117816442-118015307	0	4.663422078010626e-05
chr10:117816442-118031737	0	4.663422078010626e-05
chr12:111389487-111395622	0	4.6611188736278564e-05
chr10:3183793-3190821	0	4.66024357592687e-05
chr3:190105661-190129932	0	4.653866562875919e-05
chrX:100333868-100351355	0	4.6513105189660564e-05
chr2:163175492-163219618	0	4.643913416657597e-05
chr20:58533478-58589584	0	4.643669672077522e-05
chr6:26234440-26235216	0	4.643381907953881e-05
chr12:72647287-72667289	0	4.6387525799218565e-05
chr7:45120036-45128568	0	4.6289242163766176e-05
chr3:123687368-123710199	0	4.6286902943393216e-05
chr10:97890379-97923517	0	4.626947338692844e-05
chr3:112280527-112304424	0	4.616233127308078e-05
chr3:23933572-23958537	0	4.6149743866408244e-05
chr6:111195987-111216915	0	4.6115867007756606e-05
chr6:99719037-99797866	0	4.609529787558131e-05
chr6_ssto_hap7:2887851-2891584	0	4.606576476362534e-05
chr6:31557049-31560783	0	4.606576476362534e-05
chr6_cox_hap2:3066661-3070395	0	4.606576476362534e-05
chr6_apd_hap1:2871767-2875501	0	4.606576476362534e-05
chr6_mann_hap4:2899933-2903667	0	4.606576476362534e-05
chr6_qbl_hap6:2850691-2854423	0	4.606576476362534e-05
chr8:101145579-101158045	0	4.6058426960371435e-05
chr22:17602485-17612994	0	4.604196146829054e-05
chr2:68592414-68624585	0	4.602045373758301e-05
chr7:102715587-102740206	0	4.596163853420876e-05
chr19:40221895-40228669	0	4.5961067371536046e-05
chr7:2557497-2568063	0	4.5951073843752965e-05
chr11:12132123-12229916	0	4.59341645182576e-05
chr21:24733426-24757156	0	4.59236980532296e-05
chr11:65808236-65816632	0	4.589641685015522e-05
chr20:3088219-3140511	0	4.589098898577504e-05
chr16:446729-450754	0	4.587900184560567e-05
chr3:120531028-120555204	0	4.581032044370659e-05
chr16:4390252-4466597	0	4.578948573907837e-05
chr16:4390252-4401322	0	4.578948573907837e-05
chr16:4374649-4378341	0	4.578498919727281e-05
chr2:160788517-160919126	0	4.577625804813579e-05
chr16:14014011-14046205	0	4.5693563151871786e-05
chr4:34123033-34271369	0	4.5665292418561876e-05
chr12:45456401-45459194	0	4.565466952044517e-05
chr17:8294020-8301145	0	4.5633907575393096e-05
chr4:38825329-38858438	0	4.5575590775115415e-05
chr8:38831747-38846182	0	4.556094063445926e-05
chr17:5389694-5394130	0	4.554821134661324e-05
chr6_dbb_hap3:2751338-2764495	0	4.548709694063291e-05
chr1:143896448-143913169	0	4.548032666207291e-05
chr3:25760435-25824934	0	4.542632450466044e-05
chr3:25760435-25824989	0	4.542632450466044e-05
chr16:96407-103608	0	4.5381639210972935e-05
chr11:18415936-18429765	0	4.537955828709528e-05
chr7:150264458-150271041	0	4.534412801149301e-05
chr7:112258120-112260704	0	4.532662205747329e-05
chr22:35936541-35950045	0	4.532216917141341e-05
chr6:99930140-99963252	0	4.530725709628314e-05
chr6:99930140-99963365	0	4.530725709628314e-05
chr2:241653181-241759725	0	4.5085376768838614e-05
chr9:130628759-130640022	0	4.5082972064847127e-05
chr9:130628759-130641900	0	4.5082972064847127e-05
chr19:58380749-58400405	0	4.5078457333147526e-05
chr11:125312777-125366161	0	4.504626849666238e-05
chr3:183967445-183976547	0	4.5000200771028176e-05
chr8:67783006-67814014	0	4.4998439989285544e-05
chr8:67783006-67834283	0	4.4998439989285544e-05
chr3:197879910-197936238	0	4.4936692574992776e-05
chr8:82192771-82197010	0	4.4925036490894854e-05
chr16:60391589-60393697	0	4.488649938139133e-05
chr1:201969179-201979481	0	4.4883756345370784e-05
chr8:61429546-61536203	0	4.4808100938098505e-05
chr6:26043455-26043885	0	4.474447632674128e-05
chr4:108911045-108956327	0	4.469398481887765e-05
chr19:45653008-45663408	0	4.4681459257844836e-05
chr17:54671060-54672972	0	4.460427226149477e-05
chrX:103173479-103229008	0	4.452242501429282e-05
chrX:103173479-103220563	0	4.452242501429282e-05
chr7:8152815-8302185	0	4.443322541192174e-05
chr7:8152815-8302242	0	4.443322541192174e-05
chr7:8152815-8301797	0	4.443322541192174e-05
chr16:19727778-19869789	0	4.425784936756827e-05
chr4:128704678-128755228	0	4.415170042193495e-05
chr11:36084834-36099451	0	4.4124470150563866e-05
chr5:180326159-180377906	0	4.399443059810437e-05
chr13:92992047-93004460	0	4.388347588246688e-05
chr1:55315300-55352868	0	4.382308907224797e-05
chr6:10980993-11044538	0	4.344845001469366e-05
chr1:2460184-2461702	0	4.330288720666431e-05
chr17:79202077-79212855	0	4.32684610132128e-05
chr2:122513121-122525428	0	4.3214979086769745e-05
chr10:114710009-114927436	0	4.318025094107725e-05
chr3:14984286-14989400	0	4.312580858822912e-05
chr3:14984286-14989012	0	4.312580858822912e-05
chr3:14984286-14989948	0	4.312580858822912e-05
chr14:77252352-77279225	0	4.309480937081389e-05
chr12:112842985-112849246	0	4.3071311665698886e-05
chr13:51796534-51858372	0	4.2989853682229295e-05
chr4:22715715-22821192	0	4.2986164771718904e-05
chr12:120972159-121015391	0	4.29438405262772e-05
chr16:66613366-66622177	0	4.293863821658306e-05
chr6_ssto_hap7:3234096-3246161	0	4.284586975700222e-05
chr3:12581280-12586963	0	4.2800820665434e-05
chr1:143134603-143202239	0	4.2696381569840014e-05
chr7:72519587-72526575	0	4.263156733941287e-05
chr10:70242090-70277975	0	4.26152691943571e-05
chr11:66202546-66206319	0	4.2493771616136655e-05
chr1:1849030-1850718	0	4.244755473337136e-05
chr8:102996660-103007078	0	4.238574911141768e-05
chr1:76477009-76485041	0	4.2373787437099963e-05
chr22:20301761-20307583	0	4.2333555029472336e-05
chr5:176728191-176730745	0	4.232140418025665e-05
chr6:105404982-105531207	0	4.229175465297885e-05
chr15:41057360-41099671	0	4.225341763230972e-05
chr7:47694842-47701246	0	4.2173629481112584e-05
chr6:118781935-119031238	0	4.216804154566489e-05
chr6:118781935-118972754	0	4.216804154566489e-05
chr19:45682042-45685058	0	4.213306965539232e-05
chr1:39351479-39395191	0	4.209242615615949e-05
chr1:39351479-39407502	0	4.209242615615949e-05
chr6:36641398-36642903	0	4.2082876461790875e-05
chr3:183637724-183735672	0	4.199651812086813e-05
chr17:77765931-77770876	0	4.195753353997134e-05
chr4:141309607-141348815	0	4.1941686504287645e-05
chr4:141309607-141348802	0	4.1941686504287645e-05
chr16:74226291-74249420	0	4.1908024286385626e-05
chr16:4800816-4817163	0	4.1848918044706807e-05
chr4:89299891-89364249	0	4.184636418358423e-05
chr19:58180303-58190520	0	4.178439121460542e-05
chr11:67171554-67177560	0	4.1634164517745376e-05
chr2:208104535-208110611	0	4.1601102566346526e-05
chr17_ctg5_hap1:1450906-1513884	0	4.158480078331195e-05
chr17:44594068-44657088	0	4.158480078331195e-05
chr11:55650773-55659284	0	4.154979615123011e-05
chr10:46222491-46288412	0	4.151383473072201e-05
chr19:8455244-8469317	0	4.146675200900063e-05
chr5:171288556-171433877	0	4.144480772083625e-05
chr15:42549095-42565782	0	4.143232217757031e-05
chr6:49572890-49604552	0	4.1432205762248486e-05
chr15:41245669-41248710	0	4.139843804296106e-05
chr19:55591760-55599291	0	4.134805203648284e-05
chr15:75335627-75343067	0	4.13127381762024e-05
chr5:172659112-172662209	0	4.1304465412395075e-05
chrX:31137345-32173586	0	4.130013257963583e-05
chrX:31137345-31526415	0	4.130013257963583e-05
chr19:44764067-44779470	0	4.123732287553139e-05
chr8:63161413-63879026	0	4.114112743991427e-05
chr8:63161413-63912211	0	4.114112743991427e-05
chr12:52301288-52317145	0	4.108012581127696e-05
chr5:150226085-150228231	0	4.107867425773293e-05
chr12:113682066-113736389	0	4.106191045138985e-05
chr6:28089573-28105094	0	4.0953389543574303e-05
chr16:23536341-23568696	0	4.0940190956462175e-05
chr1:45976707-45988562	0	4.093215466127731e-05
chr1:45976707-45987610	0	4.093215466127731e-05
chr5:70370030-70388897	0	4.085676482645795e-05
chr4:1087097-1107352	0	4.081564475200139e-05
chr1:221052785-221058400	0	4.081000224687159e-05
chrX:48660356-48683392	0	4.080373400938697e-05
chr1:68564142-68698229	0	4.0802104194881395e-05
chr6:17763924-17987866	0	4.0716280636843294e-05
chr1:47532903-47583990	0	4.070288559887558e-05
chr4:113558658-113578742	0	4.069236456416547e-05
chr2:43454350-43455994	0	4.0613318560644984e-05
chr14:58875212-58893960	0	4.058915874338709e-05
chr14:58875212-58894332	0	4.058915874338709e-05
chr11:18287772-18291523	0	4.0578979678684846e-05
chr7:12370511-12443567	0	4.0515911678085104e-05
chr7:12370511-12443491	0	4.0515911678085104e-05
chr14:64693751-64805268	0	4.0510079998057336e-05
chr14:64693751-64761128	0	4.0510079998057336e-05
chr14:64693751-64749793	0	4.0510079998057336e-05
chr6:7590431-7612200	0	4.050509596709162e-05
chr5:78668459-78809957	0	4.044272282044403e-05
chr14:57945499-57960575	0	4.04311140300706e-05
chr14:100204059-100408395	0	4.038102269987576e-05
chr6:166778408-166796428	0	4.0378134144702926e-05
chr6:84743491-84800600	0	4.0335453377338126e-05
chr11:87846419-87908611	0	4.0314840589417145e-05
chr1:169337117-169365780	0	4.030350100947544e-05
chr1:169337117-169346621	0	4.030350100947544e-05
chr7:5085491-5112852	0	4.023940346087329e-05
chr7:5085491-5109117	0	4.023940346087329e-05
chr5:16662016-16936397	0	4.022229404654354e-05
chr3:153990335-154042276	0	4.021113272756338e-05
chr10:89102168-89103331	0	4.018326580990106e-05
chr17:70026795-70037438	0	4.0112892747856677e-05
chr18:47221-49557	0	4.0033861296251416e-05
chr10:92828-95178	0	4.0033861296251416e-05
chr7:27778992-27869386	0	3.993716018158011e-05
chr20:7957993-8000408	0	3.98892407247331e-05
chr10:82007514-82015164	0	3.9884031139081344e-05
chr16:89262169-89266945	0	3.9863116398919374e-05
chr3:106828637-106959485	0	3.982428461313248e-05
chr12:55248300-55252171	0	3.9808488509152085e-05
chr22:29655841-29664152	0	3.9761518564773723e-05
chr1:180199399-180248119	0	3.971172554884106e-05
chr10:51748078-51770276	0	3.9711194403935224e-05
chr10:51748078-51770259	0	3.9711194403935224e-05
chr12:11060525-11062161	0	3.97087715100497e-05
chr17:78440634-78450407	0	3.970737088820897e-05
chr7:30084701-30157961	0	3.962634218623862e-05
chr2:238600848-238674558	0	3.955397187382914e-05
chr12:57345215-57353158	0	3.955212014261633e-05
chr1:6296300-6299502	0	3.9538732380606234e-05
chr19:53611132-53636173	0	3.94995731767267e-05
chr1:111023388-111033891	0	3.945902790292166e-05
chr1:109852197-109940540	0	3.9370097510982305e-05
chr19:51891543-51893845	0	3.923366966773756e-05
chr11:47352957-47374253	0	3.916342757293023e-05
chr6:36646491-36655109	0	3.910465238732286e-05
chr6:36646491-36648636	0	3.910465238732286e-05
chr19:10244022-10305629	0	3.909607767127454e-05
chr1:11900376-11907673	0	3.9085640310077e-05
chr1:228327929-228336655	0	3.90076675103046e-05
chr19:3522954-3536755	0	3.8984981074463576e-05
chr5:68800004-68853931	0	3.897081842296757e-05
chrX:11129452-11141204	0	3.891392407240346e-05
chr11:60260251-60274901	0	3.8854701415402815e-05
chr3:133875978-133969586	0	3.8741858588764444e-05
chr7:116203648-116254874	0	3.8725971535313874e-05
chr20:34203806-34209016	0	3.872342495014891e-05
chr1:48688388-48714310	0	3.8692935049766675e-05
chr11:121163577-121184119	0	3.868112980853766e-05
chrX:110924885-110933398	0	3.866176484734751e-05
chr3:52579383-52719929	0	3.8653506635455415e-05
chr3:52579383-52719615	0	3.8653506635455415e-05
chr14:90261336-90421121	0	3.858802665490657e-05
chr18:60994959-61034439	0	3.858721538563259e-05
chr15:71981040-71983878	0	3.857264528051019e-05
chr1:43212006-43232755	0	3.856845432892442e-05
chr11:111945023-111955874	0	3.855800969176926e-05
chr19:42572629-42585719	0	3.85527491744142e-05
chr4:74846532-74847744	0	3.855065369862132e-05
chr2:70187221-70189397	0	3.854293390759267e-05
chr1:61542899-61928460	0	3.8531543395947665e-05
chr6_dbb_hap3:2207871-2216753	0	3.849907443509437e-05
chr6_qbl_hap6:2206728-2215610	0	3.849907443509437e-05
chr6_cox_hap2:2425660-2434542	0	3.849907443509437e-05
chr6:30913756-30922639	0	3.849907443509437e-05
chr2:191513809-191557492	0	3.8476355257444084e-05
chr20:18448034-18465290	0	3.844752791337669e-05
chr7:128864871-129070052	0	3.839025885099545e-05
chr4:2845877-2931802	0	3.838315751636401e-05
chr5:68485410-68506184	0	3.835973984678276e-05
chr19:38899698-38916945	0	3.832880611298606e-05
chr19:38899698-38916859	0	3.832880611298606e-05
chr16:81069447-81080955	0	3.82911748602055e-05
chr3:28362539-28390315	0	3.828646367765032e-05
chr12:53231588-53242067	0	3.827898399322294e-05
chr16:1826739-1831823	0	3.825602834695019e-05
chr12:862089-1020618	0	3.817479591816664e-05
chr17:59756500-59940889	0	3.8140147808007896e-05
chr9:35162006-35405335	0	3.80609453713987e-05
chr1:191190289-191197628	0	3.799403566517867e-05
chr20:30155390-30161066	0	3.79512675863225e-05
chrX:47916905-47931007	0	3.79496777895838e-05
chr5:70751478-70863647	0	3.7935962609481066e-05
chr1:205198843-205242471	0	3.7757203244837e-05
